Emapp,id,Produit,Code NFH,Famille,Ss-Famille,Gamme,Variante,Conditmt,Prix indicatif,Unite Energ.,Poids/Volume par piece,Calcium,Sodium,Proteines,Glucides,Lipides,kJ,kcal,dont acides gras satures,dont sucres,% de net
EMApp,797,Préparation flan praliné,10.14,Epicerie,Epicerie,déshydraté,,kg,16.25 €,kg,1,0,51,1.00,89,3.50,1700,400,0.30,74,1
EMApp,798,Préparation flan pistache,10.14,Epicerie,Epicerie,déshydraté,,kg,16.38 €,kg,1,0,51,0.50,95,0.50,1700,400,0.10,92,1
EMApp,799,Préparation Flan patissier,10.14,Epicerie,Epicerie,déshydraté,,kg,15 €,kg,1,91,51,3.80,30.40,7,841,200,3.03,10.40,1
EMApp,800,Préparation flan fruit de la passion,10.14,Epicerie,Epicerie,déshydraté,,kg,17 €,kg,1,0,0,0.50,95,0.50,1600,390,0.10,80,1
EMApp,801,Préparation Flan citron,10.14,Epicerie,Epicerie,déshydraté,,kg,17.50 €,kg,1,0,51,0.50,94,0.50,1600,390,0.10,78,1
EMApp,802,Préparation Flan chocolat,10.14,Epicerie,Epicerie,déshydraté,,kg,14.50 €,kg,1,0,51,4.50,76,4.50,1600,370,3,64,1
EMApp,803,Préparation flan caramel,10.14,Epicerie,Epicerie,déshydraté,,kg,16.25 €,kg,1,0,51,0.50,95,0.50,1600,390,0.10,81,1
EMApp,804,Préparation flan abricots,10.14,Epicerie,Epicerie,déshydraté,,kg,16.75 €,kg,1,0,51,0.50,95,0.50,1600,390,0.10,80,1
EMApp,805,Flageolet vert fin,10.03,Surgelés,Surgelé légume,surgelé,,Kg,2.01 €,kg,1,0,45,9.50,21.90,0.40,549,129,0,0,1
EMApp,806,Poisson-Pané plein filet,10.02,Surgelés,Surgelé poisson,surgelé,120g,Kg,4.39 €,kg,1,24.90,354,8.60,15.30,11.30,830,199,1.89,0,1
EMApp,807,Poisson-Pané (Plein filet),10.02,Surgelés,Surgelé poisson,surgelé,100g,Kg,5.50 €,kg,1,24.90,354,8.60,15.30,11.30,830,199,1.89,0,1
EMApp,808,Filet limande meuniere,10.02,Surgelés,Surgelé poisson,surgelé,130g,Kg,4.90 €,kg,1,17.70,470,16.30,7.80,4.30,569,135,0,0,1
EMApp,809,Filet d’anchois,10.14,Epicerie,Epicerie,appertisé,,Boite,12.57 €,kg,1,296,4450,27.40,0,8.40,761,182,3.08,0.20,1
EMApp,810,Dinde-Filet (entier),10.07,Viandes_Poissons,Volaille,brut,,Kg,5.75 €,kg,1,11,73.70,28.50,0,1.44,538,127,0.45,0,1
EMApp,811,Figue,10.10,Fruits_et_légumes,Fruits,brut,,Kg,10.80 €,kg,1,38,3,1.30,13.40,0.30,283,67,0.05,12.30,0.90
EMApp,812,Fève pelée,10.14,Epicerie,Epicerie,déshydraté,,kg,1.27 €,kg,1,18,20,5.10,6.05,0.80,254,60.60,0.10,1.82,1
EMApp,813,Fève,10.10,Fruits_et_légumes,Légumes,brut,,Kg,3.88 €,kg,1,18,20,5.00,6,0.80,254,61,0.10,1.82,0.60
EMApp,814,Feuille de gélatine,10.14,Epicerie,Epicerie,déshydraté,,Kg,29.63 €,kg,1,265,199,87.60,0,0.10,1490,351,0.04,0,1
EMApp,815,Feuille de chêne,10.09,Fruits_et_légumes,Légumes,cru sous vide,,Kg,6.35 €,kg,1,44.70,13.20,1.34,1.39,0.20,58,14,0.04,0.63,1
EMApp,816,Feuille de chêne,10.10,Fruits_et_légumes,Légumes,brut,epluchée,Kg,5 €,kg,1,44.70,13.20,1.34,1.39,0.20,58,14,0.04,0.63,1
EMApp,817,Feuille de chêne,10.10,Fruits_et_légumes,Légumes,brut,,Kg,3.50 €,kg,1,44.70,13.20,1.34,1.39,0.20,58,14,0.04,0.63,0.50
EMApp,818,Feuille de brick,10.14,Epicerie,Epicerie,déshydraté,,Unité,0.17 €,piece,0.007,110,1670,8.20,79.40,2.20,1610,380,0.21,0,1
EMApp,819,Fromage-Feta de Brebis,10.12,BOF,Fromages non affinés et spécialités fromagères,brut,dés,barquette,11.50 €,kg,1,318,1240,15.50,1.40,22.40,1130,273,13.70,1.40,1
EMApp,820,Fromage-Feta de brebis,10.12,BOF,Fromages non affinés et spécialités fromagères,brut,bloc,kg,8 €,kg,1,318,1240,15.50,1.40,22.40,1130,273,13.70,1.40,1
EMApp,821,Fenouil,10.09,Fruits_et_légumes,Légumes,cru sous vide,emincé,Kg,2.30 €,kg,1,24,11,0.90,3.01,0.20,89,21,0,1.70,1
EMApp,822,Fenouil,10.10,Fruits_et_légumes,Légumes,brut,emincé,Kg,2.30 €,kg,1,24,11,0.90,3.01,0.20,89,21,0,1.70,1
EMApp,823,Fenouil,10.10,Fruits_et_légumes,Légumes,brut,epluché,Kg,2.30 €,kg,1,24,11,0.90,3.01,0.20,89,21,0,1.70,1
EMApp,824,Fenouil,10.10,Fruits_et_légumes,Légumes,brut,,Kg,1.75 €,kg,1,24,11,0.90,3.01,0.20,89,21,0,1.70,0.80
EMApp,825,Faux-filet,10.07,Viandes_Poissons,Bœuf,brut,,Kg,17.85 €,kg,1,0,62.50,21.60,0,3.37,492,117,1.55,0,0.80
EMApp,826,Farine de blé,10.14,Epicerie,Epicerie,déshydraté,type 45,kg,0.45 €,kg,1,24,2.90,11.70,69.30,0.80,1460,343,0.16,1.82,1
EMApp,827,Farfalles,10.14,Epicerie,Epicerie,déshydraté,,kg,1.18 €,kg,1,41.25,0,12.25,29.70,1.87,1602,377.50,0.25,1.17,1
EMApp,828,Faisan,10.07,Viandes_Poissons,Volaille,brut,,Kg,19.95 €,kg,1,16,43,32.40,0,12.10,998,238,3.91,0,0.50
EMApp,829,Extrait de vanille,10.14,Epicerie,Epicerie,,liquide,Litre,8.29 €,litre,1,0,0,3.90,51.60,0.20,948,226,0,0,1
EMApp,830,Extrait de café,10.14,Epicerie,Epicerie,,Liquide,Litre,5.26 €,litre,1,0,0,0.30,66.60,0.60,1141,273,0,0,1
EMApp,831,Estragon sec,10.14,Epicerie,Epicerie,déshydraté,,pot,5.07 €,kg,1,0,0,0.00,0,0,0,0,0,0,1
EMApp,832,Estragon,10.10,Fruits_et_légumes,"Herbes, épices et assaisonnements",brut,,Kg,42 €,kg,1,0,0,0.00,0,0,0,0,0,0,1
EMApp,833,Espadon,10.08,Viandes_Poissons,Poisson,brut,,Kg,29.95 €,kg,1,5,122,22.90,0,11,796,191,0.40,0,0.50
EMApp,834,Escargot. cru,10.08,Viandes_Poissons,Crustacés et mollusques,brut,,Kg,15.90 €,kg,1,90,138,16.00,2,1.20,350,83,0.21,0,0.30
EMApp,835,Porc-Escalope,10.07,Viandes_Poissons,Porc,brut,120-140 g,Kg,5.02 €,kg,1,6.39,49.20,21.05,0,4.76,542,129,1.75,0,1
EMApp,836,Escalope,10.01,Surgelés,Surgelé viande,surgelé,viennoise,Kg,3.26 €,kg,1,28,394,13.60,15.50,8.60,815,194,0,0,0.80
EMApp,837,Veau-Escalope de veau,10.07,Viandes_Poissons,Veau,brut,,Kg,15 €,kg,1,0,128,19.60,0,2.60,428,102,0.90,0,0.90
EMApp,838,Epinard,10.03,Surgelés,Surgelé légume,surgelé,branche,Kg,0.90 €,kg,1,141,90.70,3.00,3.10,0.50,122,29,0,0,1
EMApp,839,Épinard,10.10,Fruits_et_légumes,Légumes,brut,epluché,Kg,3.50 €,kg,1,98.20,70,2.70,3.20,0.43,144,35,0.07,0.53,1
EMApp,840,Épinard,10.10,Fruits_et_légumes,Légumes,brut,,Kg,1.70 €,kg,1,98.20,70,2.70,3.20,0.43,144,35,0.07,0.53,0.30
EMApp,841,Éperlan,10.08,Viandes_Poissons,Poisson,brut,,Kg,16.90 €,kg,1,0,56,17.40,0,1.70,359,85,0.01,0,0.50
EMApp,842,Epaule DD en cubes,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,4 €,kg,1,0,0,18.40,0.80,4,468,112,1.10,0,1
EMApp,843,Veau-collier (sauté),10.07,Viandes_Poissons,Veau,brut,40-60 g,Kg,6.95 €,kg,1,10,51,17.80,0,5.92,582,124,1.99,0,0.90
EMApp,844,Préparation entremets vanille,10.14,Epicerie,Epicerie,déshydraté,,kg,3.43 €,kg,1,0,51,0.50,80,0.50,1600,390,0.10,95,1
EMApp,845,Préparation entremets chocolat,10.14,Epicerie,Epicerie,déshydraté,,kg,3.70 €,kg,1,0,51,4.50,76,4.50,1600,370,3,64,1
EMApp,846,Boeuf-Entrecôte(pad),10.07,Viandes_Poissons,Bœuf,brut,,Kg,12 €,kg,1,7,59.50,18.40,0,17,942,227,8.06,0,0.80
EMApp,847,Endive,10.10,Fruits_et_légumes,Légumes,brut,,Kg,1.50 €,kg,1,23.20,2.49,1.03,2.37,0.20,73,17,0.05,1.72,0.80
EMApp,848,Encornet,10.02,Surgelés,Surgelé poisson,surgelé,tube,Kg,2.37 €,kg,1,15.70,195,16.00,0.60,1.47,337,80,0,0,1
EMApp,849,Encornet,10.08,Viandes_Poissons,Crustacés et mollusques,brut,,Kg,18.70 €,kg,1,15.70,195,16.00,0.60,1.47,337,80,0.32,0,0.50
EMApp,850,Fromage-Emmental râpé,10.12,BOF,Fromages affinés à pâte dure,brut,sachet,kg,4.45 €,kg,1,1040,206,27.80,0.05,30,1590,383,20.40,0.05,1
EMApp,851,Fromage-Emmental,10.12,BOF,Fromages affinés à pâte dure,brut,portion,carton,0.17 €,piece,0.025,971,277,28.20,0,28.30,1530,369,18.70,0,1
EMApp,852,Fromage-Emmental,10.12,BOF,Fromages affinés à pâte dure,brut,allégé,carton,4.30 €,kg,1,1070,255,33.20,2,17,1230,294,11.30,1.90,1
EMApp,853,Fromage-Emmental,10.12,BOF,Fromages affinés à pâte dure,brut,bloc,kg,4.59 €,kg,1,971,277,28.20,0,28.30,1530,369,18.70,0,1
EMApp,854,Volaille-Emince,10.07,Viandes_Poissons,Volaille,brut,20-40g,Kg,6.20 €,kg,1,11,87.50,28.50,0,1.44,538,127,0.40,0,0.80
EMApp,855,Porc-Filet(émincé),10.07,Viandes_Poissons,Porc,brut,20-30 g,Kg,4.68 €,kg,1,6.39,49.20,21.50,0,4.76,542,129,0.86,0,1
EMApp,856,Emincé de bœuf (aloyau),10.07,Viandes_Poissons,Bœuf,brut,,Kg,5.65 €,kg,1,10,153,20.60,0,3.69,487,116,0.79,0,0.80
EMApp,857,Églefin,10.08,Viandes_Poissons,Poisson,brut,,Kg,22.90 €,kg,1,26,73,20.90,0,0.60,377,89,0.10,0,0.50
EMApp,858,Fromage-Edam,10.12,BOF,Fromages affinés à pâte ferme,brut,portion,carton,0.15 €,piece,0.025,793,867,32.60,0,20.50,1310,315,13.70,0,1
EMApp,859,Fromage-Edam,10.12,BOF,Fromages affinés à pâte ferme,brut,bloc,kg,3.88 €,kg,1,793,867,32.60,0,20.50,1310,315,13.70,0,1
EMApp,860,Écrevisse crue,10.08,Viandes_Poissons,Crustacés et mollusques,brut,,Kg,31.65 €,kg,1,36.30,184,15.20,1.70,0.64,311,13,0.10,0,0.30
EMApp,861,Echalote,10.03,Surgelés,Surgelé légume,surgelé,haché,Kg,2.20 €,kg,1,31,11,1.90,15.90,0.15,323,76.10,0,0,1
EMApp,862,Echalote,10.03,Surgelés,Surgelé légume,surgelé,emincé,Kg,2.16 €,kg,1,31,11,1.90,15.90,0.15,323,76,0,0,1
EMApp,863,Echalote déshydratée,10.14,Epicerie,Epicerie,déshydraté,,kg,24.19 €,kg,1,0,0,12.00,80,0.50,0,348,0,0,1
EMApp,864,Echalote,10.09,Fruits_et_légumes,Légumes,cru sous vide,emincée,Kg,4.20 €,kg,1,31,11,1.90,15.90,0.15,323,76,0.01,3.20,1
EMApp,865,Echalote,10.10,Fruits_et_légumes,Légumes,brut,epluchée,Kg,4.20 €,kg,1,31,11,1.90,15.90,0.15,323,76,0.01,3.20,1
EMApp,866,Echalote,10.10,Fruits_et_légumes,Légumes,brut,,Kg,2.50 €,kg,1,31,11,1.90,15.90,0.15,323,76,0.01,3.20,0.70
EMApp,867,Eau minérale,10.11,Epicerie,Epicerie,,Liquide,Litre,0.75 €,litre,1,24.40,7.88,0.00,0,0,0,0,0,0,1
EMApp,868,Eau de source,10.11,Epicerie,Epicerie,,Liquide,Bouteille,0.16 €,litre,1,5.81,1.61,0.00,0,0,0,0,0,0,1
EMApp,869,Dinde-Escalope,10.07,Viandes_Poissons,Volaille,brut,100-120g,Kg,5.25 €,kg,1,11,73.70,28.50,0,1.44,538,127,0.40,0,0.90
EMApp,870,Daurade grise,10.08,Viandes_Poissons,Poisson,brut,,Kg,12.62 €,kg,1,100,60.60,20.10,0,4.81,520,124,1.41,0,0.50
EMApp,871,Datte,10.10,Epicerie,Fruits,déshydraté,,Kg,3.80 €,kg,1,44.90,18.20,2.70,62.50,0.40,1200,282,0,58.10,0.80
EMApp,872,Curry,10.14,Epicerie,Epicerie,déshydraté,,Kilo,6 €,kg,1,478,52,12.70,25.20,13.80,1420,342,0,0,1
EMApp,873,Fromage-Curé nantais,10.12,BOF,Fromages affinés à pâte molle,brut,entier,pièce,3.38 €,piece,0.300,592,540,21.90,0.97,26.50,1370,330,17.10,0.35,1
EMApp,874,Cumin,10.14,Epicerie,Epicerie,déshydraté,,Kg,8.70 €,kg,1,931,168,17.80,33.70,22.30,1780,428,0,0,1
EMApp,875,Poulet-Cuisses (Déjointées),10.07,Viandes_Poissons,Volaille,brut,180-200g,Kg,2.87 €,kg,1,5.80,103,26.20,0,9.60,801,191,2.97,0,0.50
EMApp,876,Croutons nature,10.14,Epicerie,Epicerie,déshydraté,,Unité,2.56 €,kg,1,76,698,11.90,73.50,6.60,1703,407,1.51,4.41,1
EMApp,877,Crouton à l’ail,10.14,Epicerie,Epicerie,déshydraté,,Unité,2.60 €,kg,1,96,1238,10.10,63.50,18.30,1946,465,5.25,4.41,1
EMApp,878,Fromage-Crottin de Chavignol,10.12,BOF,Fromages affinés à pâte molle,brut,portion,kg,2.93 €,piece,0.060,151,679,19.70,1.25,26.90,1370,331,16.20,1.25,1
EMApp,879,Croque,10.04,Surgelés,Surgelé viande,surgelé,œuf jambon,Kg,19.31 €,kg,1,200,515,13.60,17,15.50,1100,264,0,0,1
EMApp,880,Croque,10.04,Surgelés,Surgelé viande,surgelé,fromage,Kg,0 €,kg,1,252,625,14.50,25.50,14.80,1240,297,0,0,1
EMApp,881,Croisillon,10.04,Surgelés,Surgelé entrée,surgelé,emmental,unité,0.19 €,piece,0.100,46,546,6.50,22.90,16.70,1118,268,0,0,1
EMApp,882,Crevette. cuite,10.08,Viandes_Poissons,Crustacés et mollusques,brut,,Kg,13.30 €,kg,1,225,691,21.40,0,0.60,386,91,0.10,0,0.40
EMApp,883,Crevette cuite,10.02,Surgelés,Surgelé poisson,surgelé,decortiquées,Kg,5.40 €,kg,1,225,691,21.40,0,0.60,386,91,0,0,1
EMApp,884,Crevette cuite,10.02,Surgelés,Surgelé poisson,surgelé,entières,Kg,4.42 €,kg,1,225,691,21.40,0,0.60,386,91,0,0,0.60
EMApp,885,Cresson,10.09,Fruits_et_légumes,Légumes,cru sous vide,,Kg,1.85 €,kg,1,130,39.70,1.60,2.09,0.30,89,21,0.11,0.30,1
EMApp,886,Cresson,10.10,Fruits_et_légumes,Légumes,brut,epluché,Kg,1.50 €,kg,1,130,39.70,1.60,2.09,0.30,89,21,0.11,0.30,1
EMApp,887,Cresson,10.10,Fruits_et_légumes,Légumes,brut,,Kg,1.40 €,kg,1,130,39.70,1.60,2.09,0.30,89,21,0.11,0.30,0.60
EMApp,888,Crêpes jambon fromage,10.04,Surgelés,Surgelé entrée,surgelé,50g,unité,0.08 €,piece,0.050,97.10,438,7.40,17.70,6.85,687,164,0,0,1
EMApp,889,Crepe jambon fromage,10.04,Surgelés,Surgelé entrée,surgelé,100g,unité,0.25 €,piece,0.100,97.10,438,7.40,17.70,6.85,687,164,0,0,1
EMApp,890,Crêpe,10.12,BOF,Oeufs et dérivés,cuit sous vide,paquet,paquet,6.53 €,kg,1,69.20,289,6.45,57.20,7.02,1360,321,3.11,6,1
EMApp,891,Crêpe,10.12,BOF,Oeufs et dérivés,cuit sous vide,individuelle,piece,0.21 €,piece,0.030,69.20,289,6.45,57.20,7.02,1360,321,3.11,6,1
EMApp,892,Crème UHT 35%,10.12,BOF,Crèmes et spécialités à base de crème,brut,bidon,litre,3.56 €,litre,1,75,26.70,2.00,3.50,35,1409,337,22.10,2.80,1
EMApp,893,Préparation crème pâtissière à froid,10.14,Epicerie,Epicerie,déshydraté,,kg,2.63 €,kg,1,0,185,9.00,84,0.50,1600,380,0.01,65,1
EMApp,894,Crème fraîche 15-20% MG. épaisse,10.12,BOF,Crèmes et spécialités à base de crème,brut,seau,litre,1.96 €,kg,1,94.50,43.50,2.90,4.25,18,691,167,12.80,4.25,1
EMApp,895,Crème fluide UHT,10.12,BOF,Crèmes et spécialités à base de crème,brut,30 % MG,litre,1.94 €,litre,1,105,40,2.20,2.57,32.40,1290,312,23.10,2.57,1
EMApp,896,Crème fluide UHT,10.12,BOF,Crèmes et spécialités à base de crème,brut,15/20 % MG,litre,2.12 €,litre,1,95,42,2.23,2.32,16.40,691,167,11.70,2.32,1
EMApp,897,Crème dessert vanille,10.14,Epicerie,Epicerie,appertisé,Boite 5/1,Boite 5/1,14 €,kg,1,141,66.50,3.50,16.70,4.60,518,123,1.88,14.40,1
EMApp,898,Crème dessert chocolat,10.14,Epicerie,Epicerie,appertisé,Boite 5/1,Boite 5/1,14 €,kg,1,98.10,57.30,3.80,22.90,3.65,597,142,1.72,16.80,1
EMApp,899,Crème de marrons vanillée,10.14,Epicerie,Epicerie,déshydraté,Boite 5/1,Boite 5/1,14 €,kg,1,11.30,3.30,1.00,65.50,0.56,1170,275,0.10,48.70,1
EMApp,900,Crème de cassis,10.14,Epicerie,Epicerie,,Liquide,Litre,2.77 €,litre,1,0,0,0.00,0,0,0,0,0,0,1
EMApp,901,Crème brûlée,10.14,Epicerie,Epicerie,déshydraté,,kg,13.30 €,kg,1,67.10,39.60,4.33,16.20,24.30,1250,300,0,15,1
EMApp,902,Crème anglaise,10.12,BOF,Desserts lactés frais ou UHT,brut,bidon,Litre,1.03 €,litre,1,101,64.40,2.76,17.70,3.17,465,110,1.98,13.50,1
EMApp,903,Couscous moyen semoule,10.14,Epicerie,Epicerie,déshydraté,,kg,0.94 €,kg,1,36.50,307.50,9.47,89.25,1.93,1777.50,422.50,0.07,0.25,1
EMApp,904,Courgettes rondelles,10.03,Surgelés,Surgelé légume,surgelé,,kg,0.98 €,kg,1,18.40,2.84,1.34,2.49,0.27,84,20,0,0,1
EMApp,905,Courgette,10.09,Fruits_et_légumes,Légumes,cru sous vide,batonnet,Kg,3.50 €,kg,1,18.40,2.84,1.34,2.49,0.27,84,20,0.05,1.90,1
EMApp,906,Courgette,10.09,Fruits_et_légumes,Légumes,cru sous vide,rondelle,Kg,3.50 €,kg,1,18.40,2.84,1.34,2.49,0.27,84,20,0.05,1.90,1
EMApp,907,Courgette,10.09,Fruits_et_légumes,Légumes,cru sous vide,cube,Kg,3.50 €,kg,1,18.40,2.84,1.34,2.49,0.27,84.30,20,0.05,1.90,1
EMApp,908,Courgette,10.09,Fruits_et_légumes,Légumes,cru sous vide,epluchée,Kg,3.50 €,kg,1,18.40,2.84,1.34,2.49,0.27,84.30,20,0.05,1.90,1
EMApp,909,Courgette,10.10,Fruits_et_légumes,Légumes,brut,batonnet,Kg,3.50 €,kg,1,18.40,2.84,1.34,2.49,0.27,84,20,0.05,1.90,1
EMApp,910,Courgette,10.10,Fruits_et_légumes,Légumes,brut,rondelle,Kg,3.50 €,kg,1,18.40,2.84,1.34,2.49,0.27,84,20,0.05,1.90,1
EMApp,911,Courgette,10.10,Fruits_et_légumes,Légumes,brut,cube,Kg,3.50 €,kg,1,18.40,2.84,1.34,2.49,0.27,84,20,0.05,1.90,1
EMApp,912,Courgette,10.10,Fruits_et_légumes,Légumes,brut,epluchée,Kg,3.50 €,kg,1,18.40,2.84,1.34,2.49,0.27,84,20,0.05,1.90,1
EMApp,913,Courgette,10.10,Fruits_et_légumes,Légumes,brut,,Kg,1.40 €,kg,1,18.40,2.84,1.34,2.49,0.27,84,20,0.05,1.90,0.80
EMApp,914,Fromage-Coulommiers,10.12,BOF,Fromages affinés à pâte molle,brut,portion,kg,0.28 €,piece,0.020,453,506,19.40,0,24,1220,294,16.50,0,1
EMApp,915,Fromage-Coulommiers,10.12,BOF,Fromages affinés à pâte molle,brut,entier,pièce,6.20 €,piece,0.500,453,506,19.40,0,24,1220,294,16.50,0,1
EMApp,916,Coulis fruits de la passion,10.14,Epicerie,Epicerie,appertisé,Liquide,Litre,8.90 €,litre,0,26,1.90,0.90,17.50,0.50,380,90,0,17,1
EMApp,917,Coulis de framboise,10.14,Epicerie,Epicerie,appertisé,Liquide,Litre,8.90 €,litre,0,26,1.90,0.90,17.50,0.50,380,90,0,17,1
EMApp,918,Coulis de fraise,10.14,Epicerie,Epicerie,appertisé,Liquide,Litre,8.90 €,litre,0,26,1.90,0.90,17.50,0.50,380,90,0,17,1
EMApp,919,Cotes de blettes,10.14,Epicerie,Epicerie,appertisé,Boite 5/1,Boite 5/1,12.40 €,kg,1,66.90,208,1.88,2.03,0.08,86.20,20.60,0.01,1.10,1
EMApp,920,Agneau-Côte ( première),10.07,Viandes_Poissons,Agneau,brut,,Kg,18.50 €,kg,1,0,120,15.50,0,23.20,1120,271,10.50,0,0.50
EMApp,921,Agneau-Côte (seconde),10.07,Viandes_Poissons,Agneau,brut,,Kg,20.80 €,kg,1,0,120,16.30,0,18.50,962,232,8.33,0,0.40
EMApp,922,Cornichons,10.14,Epicerie,Epicerie,appertisé,Boite 5/1,Boite 5/1,4.02 €,kg,1,32,551,1.20,3,0.30,116,28,0,2.40,1
EMApp,923,Coriandre en grain,10.14,Epicerie,Epicerie,déshydraté,,boite,35 €,kg,1,709,35,12.40,13,17.80,1430,346,0.97,0,1
EMApp,924,Coriandre fraîche,10.10,Fruits_et_légumes,"Herbes, épices et assaisonnements",brut,,Kg,52 €,kg,1,709,35,12.40,13,17.80,1430,346,0.96,13,1
EMApp,925,Cordon bleu,10.04,Surgelés,Surgelé viande,surgelé,,kg,2.65 €,kg,1,68.50,794,14.70,10.90,14,958,230,0,0,0.80
EMApp,926,Coquillettes,10.14,Epicerie,Epicerie,déshydraté,,kg,1.18 €,kg,1,41.25,287,12.13,74.25,2,1602,377.50,0.26,1.18,1
EMApp,927,Coquille Saint-Jacques,10.08,Viandes_Poissons,Crustacés et mollusques,brut,,Kg,12 €,kg,1,176,191,17.00,0.96,1.31,354,84,0.19,0,0.30
EMApp,928,Coquille de poisson,10.02,Surgelés,Surgelé poisson,surgelé,calcaire,unité,0.76 €,piece,0.140,0,0,9.40,11.50,3.70,492,117,0,0,0.60
EMApp,929,Coquille de poisson,10.02,Surgelés,Surgelé poisson,surgelé,alu,unité,0.21 €,piece,0.120,0,0,4.10,12.60,0.60,306,72,0,0,0.80
EMApp,930,Coppa,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,24 €,kg,1,39.30,1500,23.90,0.20,15.10,968,232,2.94,0,1
EMApp,931,Confiture framboise,10.14,Epicerie,Epicerie,appertisé,,Unité,0.13 €,piece,0.020,10,10.70,0.50,58.60,0.60,1040,246,0.10,50.80,1
EMApp,932,Confiture fraise,10.14,Epicerie,Epicerie,appertisé,,kg,8 €,kg,1,11,15,0.40,64,0.70,1110,262,0.03,60,1
EMApp,933,Confiture abricot portion,10.14,Epicerie,Epicerie,appertisé,,unité,0.13 €,piece,0.020,9,15.40,0.30,56.60,0.25,983,232,0.01,53,1
EMApp,934,Confit de canard,10.07,Viandes_Poissons,Charcuterie,appertisé,,Kg,16.63 €,kg,1,9.60,944,30.70,0,10.50,914,218,4.80,0,0.50
EMApp,935,Cone glace,10.04,Surgelés,Surgelé dessert,surgelé,fraise,unité,0.17 €,piece,0.100,98,73.30,4.15,33.10,14.20,1170,279,0,0,1
EMApp,936,Cone glace,10.04,Surgelés,Surgelé dessert,surgelé,pistache,unité,0.17 €,piece,0.100,98,73.30,4.15,33.10,14.20,1170,279,0,0,1
EMApp,937,Cone glace,10.04,Surgelés,Surgelé dessert,surgelé,vanille,unité,0.17 €,piece,0.100,98,73.30,4.15,33.10,14.20,1170,279,11.40,21.80,1
EMApp,938,Cone glace,10.04,Surgelés,Surgelé dessert,surgelé,chocolat,unité,0.17 €,piece,0.100,98,73.30,4.15,33.10,14.20,1170,279,0,0,1
EMApp,939,Concombre,10.09,Fruits_et_légumes,Légumes,cru sous vide,rondelle,kg,2.70 €,kg,1,14,4.25,0.59,1.63,0.19,50.40,12,0.01,1.38,1
EMApp,940,Concombre,10.09,Fruits_et_légumes,Légumes,cru sous vide,cube,kg,2.70 €,kg,1,14,4.25,0.59,1.63,0.19,50.40,12,0.01,1.38,1
EMApp,941,Concombre,10.09,Fruits_et_légumes,Légumes,cru sous vide,epluché,kg,2.70 €,kg,1,14,4.25,0.59,1.63,0.19,50.40,12,0.01,1.38,1
EMApp,942,Concombre,10.10,Fruits_et_légumes,Légumes,brut,rondelle,kg,2.70 €,kg,1,14,4.25,0.59,1.63,0.19,50.40,12,0.01,1.38,1
EMApp,943,Concombre,10.10,Fruits_et_légumes,Légumes,brut,cube,kg,2.70 €,kg,1,14,4.25,0.59,1.63,0.19,50.40,12,0.01,1.38,1
EMApp,944,Concombre,10.10,Fruits_et_légumes,Légumes,brut,epluché,kg,2.70 €,kg,1,14,4.25,0.59,1.63,0.19,50.40,12,0.01,1.38,1
EMApp,945,Concombre,10.10,Fruits_et_légumes,Légumes,brut,,kg,0.90 €,kg,1,14,4.25,0.59,1.63,0.19,50.40,12,0.01,1.38,0.80
EMApp,946,Concentré tomates double,10.14,Epicerie,Epicerie,appertisé,Boite 5/1,Boite 5/1,5.22 €,kg,1,46,108,3.20,16.30,0.50,386,92,0.08,14.70,1
EMApp,947,Fromage-Comté,10.12,BOF,Fromages affinés à pâte dure,brut,portion,piece,0.31 €,piece,0.025,909,567,28.10,0,34,1740,420,0,0,1
EMApp,948,Fromage-Comté,10.12,BOF,Fromages affinés à pâte dure,brut,bloc,kg,12.15 €,kg,1,909,567,28.10,0,34,1740,420,18.80,0,1
EMApp,949,Compote pommes/framboises sucrée,10.14,Epicerie,Epicerie,appertisé,portion,Unité,0.21 €,piece,0.100,20,1.77,0.28,24.50,0.40,442,104,0.03,22,1
EMApp,950,Compote pommes/abricots sucrée,10.14,Epicerie,Epicerie,appertisé,portion,Unité,0.21 €,piece,0.100,20,1.77,0.28,24.50,0.40,442,104,0.03,22,1
EMApp,951,Compote pommes portion,10.14,Epicerie,Epicerie,appertisé,portion,Unité,0.17 €,piece,0.100,4.40,9.80,0.32,22,0.30,398,93.70,0.02,15.90,1
EMApp,952,Compote pommes patissière sucrée,10.14,Epicerie,Epicerie,appertisé,Boite 5/1,Boite 5/1,4.15 €,kg,1,20,1.77,0.28,24.50,0.40,442,104,0.03,22,1
EMApp,953,Compote pommes,10.14,Epicerie,Epicerie,appertisé,Boite 5/1,Boite 5/1,3.13 €,kg,1,20,9.80,0.32,22,0.23,398,93.70,0.02,15.90,1
EMApp,954,Compote poires sucrée,10.14,Epicerie,Epicerie,appertisé,Boite 5/1,Boite 5/1,4.23 €,kg,1,20,1.77,0.28,24.50,0.40,442,104,0.03,22,1
EMApp,955,Compote pêches morceaux sucrée,10.14,Epicerie,Epicerie,appertisé,Boite 5/1,Boite 5/1,4.35 €,kg,1,20,1.77,0.28,24.50,0.40,442,104,0.03,22,1
EMApp,956,Compote ananas sucrée,10.14,Epicerie,Epicerie,appertisé,,Boite 5/1,4.56 €,kg,1,20,1.77,0.28,24.50,0.40,442,104,0.03,22,1
